POLY_ID,CMP_ID,POLY_RATING,CMP,PERCENT,CMP_CLASS,CLIMATE_POINTS,CLIMATE_CLASS,PROVINCE,SOIL_CODE,SOIL_NAME,SOIL_POINTS,SOIL_CLASS,LANDSCAPE_POINTS,LANDSCAPE_CLASS
BCC0115001145,BC50011451,5V(8) - 7WV(2),1,50,6,78,2,BC,WHC,~~~~~,14,6,100,1
BCC0115001145,BC50011452,5V(8) - 7WV(2),2,30,3,78,2,BC,SUH,~~~~~,45,3,100,1
BCC0115001145,BC50011453,5V(8) - 7WV(2),3,20,7,78,2,BC,SCT,d~~~~,5,7,100,1
BCC0115001146,BC50011461,6WV(10),1,100,6,78,2,BC,BFL,d~~~~,14,6,100,1
BCC0115001147,BC50011471,3V(10),1,100,3,78,2,BC,KNY,~~~~~,51,3,100,1
BCC0115001148,BC50011481,6MVT(10),1,100,6,82,1,BC,CUB,~~~~~,19,6,22,5
BCC0115001149,BC50011491,3WV(10),1,60,3,78,2,BC,BTS,~~~~~,50,3,100,1
BCC0115001149,BC50011492,3WV(10),2,40,4,78,2,BC,BTS,sv~~~,39,4,100,1
BCC0115001150,BC50011501,3V(8) - 4V(2),1,60,3,82,1,BC,LXT,~~~~~,55,3,94,1
BCC0115001150,BC50011502,3V(8) - 4V(2),2,20,4,82,1,BC,ABF,~~~~~,38,4,94,1
BCC0115001150,BC50011503,3V(8) - 4V(2),3,20,3,82,1,BC,MBH,~~~~~,53,3,94,1
BCC0115001151,BC50011511,3VM(6) - 6V(4),1,60,3,78,2,BC,SUH,~~~~~,45,3,100,1
BCC0115001151,BC50011512,3VM(6) - 6V(4),2,40,6,78,2,BC,WHC,~~~~~,14,6,100,1
BCC0115001152,BC50011521,6W(10),1,60,6,81,1,BC,GUH,sad~~,14,6,100,1
BCC0115001152,BC50011522,6W(10),2,40,6,81,1,BC,SPF,sad~~,16,6,100,1
BCC0115001154,BC50011541,6V(10),1,100,6,78,2,BC,WHC,~~~~~,14,6,90,1
BCC0115001155,BC50011551,3VW(10),1,60,3,78,2,BC,LKM,~~~~~,52,3,100,1
BCC0115001155,BC50011552,3VW(10),2,40,3,78,2,BC,BTS,~~~~~,50,3,100,1
BCC0115001156,BC50011561,4VT(9) - 7WV(1),1,60,4,78,2,BC,NCH,~~~~~,31,4,80,1
BCC0115001156,BC50011562,4VT(9) - 7WV(1),2,30,3,78,2,BC,SUH,~~~~~,45,3,80,1
BCC0115001156,BC50011563,4VT(9) - 7WV(1),3,10,7,78,2,BC,SCT,d~~~~,5,7,100,1
BCC0115001157,BC50011571,7MV(10),1,100,7,82,1,BC,LYN,~~~~~,0,7,100,1
BCC0115001158,BC50011581,7WV(10),1,100,7,82,1,BC,SCT,d~~~~,5,7,100,1
BCC0115001159,BC50011591,3VT(4) - 4VT(3) - 7VW(3),1,40,3,82,1,BC,MBH,~~~~~,53,3,80,1
BCC0115001159,BC50011592,3VT(4) - 4VT(3) - 7VW(3),2,30,4,82,1,BC,ABF,~~~~~,38,4,50,3
BCC0115001159,BC50011593,3VT(4) - 4VT(3) - 7VW(3),3,30,7,82,1,BC,CKS,~~~~~,2,7,100,1
BCC0115001161,BC50011611,6VT(10),1,100,6,78,2,BC,WHC,~~~~~,14,6,28,5
BCC0115001162,BC50011621,3V(10),1,60,3,78,2,BC,PDV,~~~~~,57,3,94,1
BCC0115001162,BC50011622,3V(10),2,40,3,78,2,BC,PDV,sv~~~,49,3,88,1
BCC0115001163,BC50011631,6WV(10),1,100,6,81,1,BC,LDR,d~~~~,16,6,100,1
BCC0115001164,BC50011641,7WV(10),1,100,7,78,2,BC,SCT,~~~~~,5,7,100,1
BCC0115001166,BC50011661,7TV(10),1,100,7,82,1,BC,ABF,~~~~~,38,4,8,7
BCC0115001167,BC50011671,NR(10),1,100,NR,78,2,BC,$GP,~~~~~,,NotRated,7,7
BCC0115001169,BC50011691,7VW(10),1,100,7,78,2,BC,CKS,~~~~~,2,7,100,1
BCC0115001170,BC50011701,3V(10),1,60,3,78,2,BC,PDV,~~~~~,57,3,94,1
BCC0115001170,BC50011702,3V(10),2,40,3,78,2,BC,PDV,sv~~~,49,3,88,1
BCC0115001171,BC50011711,6WV(10),1,100,6,78,2,BC,BFL,d~~~~,14,6,100,1
BCC0115001172,BC50011721,6WV(10),1,100,6,78,2,BC,BFL,d~~~~,14,6,100,1
BCC0115001176,BC50011761,3VM(7) - 6V(3),1,70,3,78,2,BC,SUH,~~~~~,45,3,94,1
BCC0115001176,BC50011762,3VM(7) - 6V(3),2,30,6,78,2,BC,WHC,~~~~~,14,6,94,1
BCC0115001177,BC50011771,3V(10),1,100,3,78,2,BC,LKM,~~~~~,52,3,100,1
BCC0115001178,BC50011781,1(10),1,50,2,82,1,BC,LZE,~~~~~,74,2,100,1
BCC0115001178,BC50011782,1(10),2,50,1,82,1,BC,RYD,~~~~~,86,1,100,1
BCC0115001179,BC50011791,7WV(10),1,100,7,82,1,BC,RSS,d~~~~,7,7,100,1
BCC0115001180,BC50011801,3WV(10),1,60,3,78,2,BC,BTS,~~~~~,50,3,100,1
BCC0115001180,BC50011802,3WV(10),2,40,4,78,2,BC,BTS,sv~~~,39,4,100,1
BCC0115001182,BC50011821,3WV(10),1,70,3,78,2,BC,VYE,~~~~~,54,3,100,1
BCC0115001182,BC50011822,3WV(10),2,30,3,78,2,BC,BTS,~~~~~,50,3,100,1
BCC0115001183,BC50011831,6MTV(10),1,100,6,82,1,BC,CUB,~~~~~,19,6,75,2
BCC0115001184,BC50011841,1(10),1,60,1,82,1,BC,RYD,~~~~~,86,1,90,1
BCC0115001184,BC50011842,1(10),2,40,2,82,1,BC,LZE,~~~~~,74,2,90,1
BCC0115001185,BC50011851,7W(10),1,100,7,78,2,BC,JUD,~~~~~,1,7,100,1
BCC0115001186,BC50011861,3V(10),1,100,3,78,2,BC,LKM,sv~~~,58,3,90,1
BCC0115001187,BC50011871,3WV(7) - 6WV(3),1,70,3,78,2,BC,BTS,~~~~~,50,3,100,1
BCC0115001187,BC50011872,3WV(7) - 6WV(3),2,30,6,78,2,BC,BFL,d~~~~,14,6,100,1
BCC0115001188,BC50011881,3T(10),1,100,3,83,1,BC,RYD,~~~~~,90,1,50,3
BCC0115001190,BC50011901,3WV(10),1,100,3,78,2,BC,BTS,~~~~~,50,3,100,1
BCC0115001191,BC50011911,3VM(10),1,100,3,78,2,BC,SUH,~~~~~,45,3,100,1
BCC0115001192,BC50011921,3V(10),1,100,3,78,2,BC,LKM,sv~~~,58,3,90,1
BCC0115001193,BC50011931,6WN(10),1,100,6,81,1,BC,BSO,sad~~,11,6,100,1
BCC0115001194,BC50011941,7WN(10),1,100,7,81,1,BC,$TF,~~~~~,0,7,100,1
BCC0115001195,BC50011951,7W(10),1,60,7,78,2,BC,JUD,~~~~~,1,7,100,1
BCC0115001195,BC50011952,7W(10),2,40,7,78,2,BC,GNV,~~~~~,4,7,100,1
BCC0115001196,BC50011961,5VT(10),1,70,6,78,2,BC,WHC,~~~~~,14,6,80,1
BCC0115001196,BC50011962,5VT(10),2,30,3,78,2,BC,SUH,~~~~~,45,3,80,1
BCC0115001197,BC50011971,7VW(10),1,100,7,81,1,BC,DLT,sad~~,0,7,100,1
BCC0115001199,BC50011991,4MV(5) - 7V(3) - 5W(2),1,50,4,82,1,BC,SUH,~~~~~,34,4,94,1
BCC0115001199,BC50011992,4MV(5) - 7V(3) - 5W(2),2,30,7,82,1,BC,SMR,~~~~~,0,7,100,1
BCC0115001199,BC50011993,4MV(5) - 7V(3) - 5W(2),3,20,5,82,1,BC,HRO,d~~~~,22,5,100,1
BCC0115001200,BC50012001,7VM(10),1,100,7,82,1,BC,BOS,~~~~~,0,7,88,1
BCC0115001201,BC50012011,7WV(7) - 6V(3),1,70,7,78,2,BC,SCT,d~~~~,5,7,100,1
BCC0115001201,BC50012012,7WV(7) - 6V(3),2,30,6,78,2,BC,WHC,~~~~~,14,6,100,1
BCC0115001203,BC50012031,3W(7) - 6WV(3),1,70,3,78,2,BC,VYE,~~~~~,54,3,100,1
BCC0115001203,BC50012032,3W(7) - 6WV(3),2,30,6,78,2,BC,VDD,d~~~~,14,6,100,1
BCC0115001204,BC50012041,7WV(10),1,70,7,82,1,BC,RSS,~~~~~,0,7,100,1
BCC0115001204,BC50012042,7WV(10),2,30,7,82,1,BC,LHM,~~~~~,4,7,100,1
BCC0115001207,BC50012071,6W(6) - 3W(4),1,60,6,78,2,BC,DIX,d~~~~,16,6,100,1
BCC0115001207,BC50012072,6W(6) - 3W(4),2,40,3,78,2,BC,VYE,~~~~~,54,3,100,1
